time,phase,speed,turn,gait,FL_phase,FL_state,FL_dx,FL_dy,FL_dz,FL_foot_x,FL_foot_y,FL_foot_z,FL_shldr_deg,FL_shldr_raw,FL_shldr_actual,FL_femur_deg,FL_femur_raw,FL_femur_actual,FL_tibia_deg,FL_tibia_raw,FL_tibia_actual,FR_phase,FR_state,FR_dx,FR_dy,FR_dz,FR_foot_x,FR_foot_y,FR_foot_z,FR_shldr_deg,FR_shldr_raw,FR_shldr_actual,FR_femur_deg,FR_femur_raw,FR_femur_actual,FR_tibia_deg,FR_tibia_raw,FR_tibia_actual,RL_phase,RL_state,RL_dx,RL_dy,RL_dz,RL_foot_x,RL_foot_y,RL_foot_z,RL_shldr_deg,RL_shldr_raw,RL_shldr_actual,RL_femur_deg,RL_femur_raw,RL_femur_actual,RL_tibia_deg,RL_tibia_raw,RL_tibia_actual,RR_phase,RR_state,RR_dx,RR_dy,RR_dz,RR_foot_x,RR_foot_y,RR_foot_z,RR_shldr_deg,RR_shldr_raw,RR_shldr_actual,RR_femur_deg,RR_femur_raw,RR_femur_actual,RR_tibia_deg,RR_tibia_raw,RR_tibia_actual
6.752,0.408,0.99,0.0,walk,0.658,stance,-36.58,0.0,0.0,-11.58,5.0,-130.0,85.05,221,-1,54.97,699,-1,-118.71,107,-1,0.158,stance,31.14,0.0,0.0,56.14,-5.0,-130.0,85.05,802,-1,91.55,199,-1,-100.63,855,-1,0.408,stance,-5.44,0.0,0.0,-13.44,5.0,-130.0,85.05,802,-1,53.36,330,-1,-118.41,758,-1,0.908,swing,15.91,0.0,15.0,7.91,-5.0,-115.0,85.05,527,-1,80.57,769,-1,-132.67,226,-1
6.772,0.416,0.99,0.0,walk,0.666,stance,-37.1,0.0,0.0,-12.1,5.0,-130.0,85.05,221,-1,54.52,697,-1,-118.63,107,-1,0.166,stance,30.34,0.0,0.0,55.34,-5.0,-130.0,85.05,802,-1,91.44,200,-1,-101.14,856,-1,0.416,stance,-6.75,0.0,0.0,-14.75,5.0,-130.0,85.05,802,-1,52.21,333,-1,-118.18,758,-1,0.916,swing,19.47,0.0,15.0,11.47,-5.0,-115.0,85.05,527,-1,83.7,780,-1,-132.14,228,-1
6.792,0.424,0.99,0.0,walk,0.674,stance,-37.57,0.0,0.0,-12.57,5.0,-130.0,85.05,221,-1,54.11,696,-1,-118.56,107,-1,0.174,stance,29.51,0.0,0.0,54.51,-5.0,-130.0,85.05,802,-1,91.32,200,-1,-101.67,858,-1,0.424,stance,-8.06,0.0,0.0,-16.06,5.0,-130.0,85.05,802,-1,51.07,337,-1,-117.92,757,-1,0.924,swing,22.85,0.0,15.0,14.85,-5.0,-115.0,85.05,527,-1,86.48,789,-1,-131.47,230,-1
6.822,0.432,0.99,0.0,walk,0.682,stance,-38.0,0.0,0.0,-13.0,5.0,-130.0,85.05,221,-1,53.74,695,-1,-118.49,107,-1,0.182,stance,28.63,0.0,0.0,53.63,-5.0,-130.0,85.05,802,-1,91.18,201,-1,-102.21,860,-1,0.432,stance,-9.36,0.0,0.0,-17.36,5.0,-130.0,85.05,802,-1,49.93,341,-1,-117.64,756,-1,0.932,swing,26.0,0.0,15.0,18.0,-5.0,-115.0,85.05,527,-1,88.9,798,-1,-130.7,233,-1
6.842,0.44,0.99,0.0,walk,0.69,stance,-38.38,0.0,0.0,-13.38,5.0,-130.0,85.05,221,219,53.41,694,694,-118.42,108,106,0.19,stance,27.72,0.0,0.0,52.72,-5.0,-130.0,85.05,802,801,91.02,201,202,-102.77,862,860,0.44,stance,-10.66,0.0,0.0,-18.66,5.0,-130.0,85.05,802,801,48.79,345,346,-117.35,755,755,0.94,swing,28.89,0.0,15.0,20.89,-5.0,-115.0,85.05,527,524,90.97,805,803,-129.87,236,300
7.052,0.448,0.99,0.0,walk,0.698,stance,-38.72,0.0,0.0,-13.72,5.0,-130.0,85.05,221,-1,53.12,693,-1,-118.36,108,-1,0.198,stance,26.78,0.0,0.0,51.78,-5.0,-130.0,85.05,802,-1,90.85,202,-1,-103.34,864,-1,0.448,stance,-11.94,0.0,0.0,-19.94,5.0,-130.0,85.05,802,-1,47.65,349,-1,-117.04,754,-1,0.948,swing,31.49,0.0,15.0,23.49,-5.0,-115.0,85.05,527,-1,92.7,811,-1,-129.03,239,-1
7.072,0.456,0.99,0.0,walk,0.706,stance,-39.01,0.0,0.0,-14.01,5.0,-130.0,85.05,221,-1,52.86,692,-1,-118.31,108,-1,0.206,stance,25.8,0.0,0.0,50.8,-5.0,-130.0,85.05,802,-1,90.66,202,-1,-103.91,866,-1,0.456,stance,-13.21,0.0,0.0,-21.21,5.0,-130.0,85.05,802,-1,46.53,353,-1,-116.71,753,-1,0.956,swing,33.77,0.0,15.0,25.77,-5.0,-115.0,85.05,527,-1,94.12,815,-1,-128.23,241,-1
7.092,0.464,0.99,0.0,walk,0.714,stance,-39.26,0.0,0.0,-14.26,5.0,-130.0,85.05,221,-1,52.65,691,-1,-118.27,108,-1,0.214,stance,24.79,0.0,0.0,49.79,-5.0,-130.0,85.05,802,-1,90.46,203,-1,-104.5,868,-1,0.464,stance,-14.46,0.0,0.0,-22.46,5.0,-130.0,85.05,802,-1,45.41,357,-1,-116.36,751,-1,0.964,swing,35.71,0.0,14.94,27.71,-5.0,-115.06,85.05,527,-1,95.2,819,-1,-127.44,244,-1
7.112,0.472,0.99,0.0,walk,0.722,stance,-39.46,0.0,0.0,-14.46,5.0,-130.0,85.05,221,-1,52.47,690,-1,-118.23,108,-1,0.222,stance,23.76,0.0,0.0,48.76,-5.0,-130.0,85.05,802,-1,90.23,204,-1,-105.1,870,-1,0.472,stance,-15.7,0.0,0.0,-23.7,5.0,-130.0,85.05,802,-1,44.31,360,-1,-116.0,750,-1,0.972,swing,37.3,0.0,12.75,29.3,-5.0,-117.25,85.05,527,-1,94.11,815,-1,-125.03,252,-1
7.132,0.48,0.99,0.0,walk,0.73,stance,-39.61,0.0,0.0,-14.61,5.0,-130.0,85.05,221,219,52.34,690,690,-118.2,108,106,0.23,stance,22.69,0.0,0.0,47.69,-5.0,-130.0,85.05,802,801,89.98,205,205,-105.7,872,871,0.48,stance,-16.93,0.0,0.0,-24.93,5.0,-130.0,85.05,802,801,43.22,364,365,-115.63,749,748,0.98,swing,38.5,0.0,8.28,30.5,-5.0,-121.72,85.05,527,524,90.87,804,801,-120.85,266,301
7.342,0.488,0.99,0.0,walk,0.738,stance,-39.72,0.0,0.0,-14.72,5.0,-130.0,85.05,221,-1,52.24,690,-1,-118.18,109,-1,0.238,stance,21.59,0.0,0.0,46.59,-5.0,-130.0,85.05,802,-1,89.72,206,-1,-106.3,874,-1,0.488,stance,-18.13,0.0,0.0,-26.13,5.0,-130.0,85.05,802,-1,42.15,368,-1,-115.25,748,-1,0.988,swing,39.32,0.0,3.48,31.32,-5.0,-126.52,85.05,527,-1,87.24,792,-1,-116.45,281,-1
7.362,0.496,0.99,0.0,walk,0.746,stance,-39.79,0.0,0.0,-14.79,5.0,-130.0,85.05,221,-1,52.19,689,-1,-118.17,109,-1,0.246,stance,20.47,0.0,0.0,45.47,-5.0,-130.0,85.05,802,-1,89.43,207,-1,-106.91,876,-1,0.496,stance,-19.32,0.0,0.0,-27.32,5.0,-130.0,85.05,802,-1,41.09,371,-1,-114.86,746,-1,0.996,swing,39.74,0.0,0.42,31.74,-5.0,-129.58,85.05,527,-1,84.94,784,-1,-113.62,291,-1
7.382,0.504,1.0,0.0,walk,0.754,swing,-39.76,0.0,0.75,-14.76,5.0,-129.25,85.05,221,-1,52.5,691,-1,-118.87,106,-1,0.254,stance,19.32,0.0,0.0,44.32,-5.0,-130.0,85.05,802,-1,89.12,208,-1,-107.51,878,-1,0.504,stance,-20.48,0.0,0.0,-28.48,5.0,-130.0,85.05,802,-1,40.05,375,-1,-114.46,745,-1,0.004,stance,39.8,0.0,-0.17,31.8,-5.0,-130.17,85.05,527,-1,84.49,783,-1,-113.08,293,-1
7.402,0.512,1.0,0.0,walk,0.762,swing,-39.37,0.0,2.25,-14.37,5.0,-127.75,85.05,221,-1,53.42,694,-1,-120.31,101,-1,0.262,stance,18.15,0.0,0.0,43.15,-5.0,-130.0,85.05,802,-1,88.78,209,-1,-108.12,880,-1,0.512,stance,-21.62,0.0,0.0,-29.62,5.0,-130.0,85.05,802,-1,39.04,378,-1,-114.05,744,-1,0.012,stance,39.77,0.0,-0.5,31.77,-5.0,-130.5,85.05,527,-1,84.22,782,-1,-112.8,294,-1
7.422,0.52,1.0,0.0,walk,0.77,swing,-38.59,0.0,3.73,-13.59,5.0,-126.27,85.05,221,219,54.7,698,690,-121.79,96,100,0.27,stance,16.96,0.0,0.0,41.96,-5.0,-130.0,85.05,802,801,88.42,210,211,-108.72,882,880,0.52,stance,-22.74,0.0,0.0,-30.74,5.0,-130.0,85.05,802,801,38.04,382,383,-113.63,742,742,0.02,stance,39.7,0.0,-0.81,31.7,-5.0,-130.81,85.05,527,524,83.93,781,777,-112.55,295,295
7.632,0.528,1.0,0.0,walk,0.778,swing,-37.41,0.0,5.17,-12.41,5.0,-124.83,85.05,221,-1,56.35,704,-1,-123.3,91,-1,0.278,stance,15.75,0.0,0.0,40.75,-5.0,-130.0,85.05,802,-1,88.04,211,-1,-109.31,884,-1,0.528,stance,-23.83,0.0,0.0,-31.83,5.0,-130.0,85.05,802,-1,37.07,385,-1,-113.22,741,-1,0.028,stance,39.58,0.0,-1.11,31.58,-5.0,-131.11,85.05,527,-1,83.64,780,-1,-112.33,296,-1
7.652,0.536,1.0,0.0,walk,0.786,swing,-35.85,0.0,6.56,-10.85,5.0,-123.44,85.05,221,-1,58.36,711,-1,-124.79,86,-1,0.286,stance,14.52,0.0,0.0,39.52,-5.0,-130.0,85.05,802,-1,87.63,213,-1,-109.9,886,-1,0.536,stance,-24.89,0.0,0.0,-32.89,5.0,-130.0,85.05,802,-1,36.12,388,-1,-112.8,739,-1,0.036,stance,39.41,0.0,-1.37,31.41,-5.0,-131.37,85.05,527,-1,83.36,779,-1,-112.16,296,-1
7.672,0.544,1.0,0.0,walk,0.794,swing,-33.93,0.0,7.88,-8.93,5.0,-122.12,85.05,221,-1,60.73,719,-1,-126.24,81,-1,0.294,stance,13.27,0.0,0.0,38.27,-5.0,-130.0,85.05,802,-1,87.2,214,-1,-110.48,888,-1,0.544,stance,-25.93,0.0,0.0,-33.93,5.0,-130.0,85.05,802,-1,35.2,391,-1,-112.37,738,-1,0.044,stance,39.2,0.0,-1.59,31.2,-5.0,-131.59,85.05,527,-1,83.09,778,-1,-112.04,297,-1
7.692,0.552,1.0,0.0,walk,0.802,swing,-31.67,0.0,9.12,-6.67,5.0,-120.88,85.05,221,-1,63.45,728,-1,-127.6,76,-1,0.302,stance,12.01,0.0,0.0,37.01,-5.0,-130.0,85.05,802,-1,86.74,216,-1,-111.05,890,-1,0.552,stance,-26.93,0.0,0.0,-34.93,5.0,-130.0,85.05,802,-1,34.31,395,-1,-111.95,736,-1,0.052,stance,38.94,0.0,-1.77,30.94,-5.0,-131.77,85.05,527,-1,82.83,777,-1,-111.98,297,-1
7.712,0.56,1.0,0.0,walk,0.81,swing,-29.08,0.0,10.27,-4.08,5.0,-119.73,85.05,221,219,66.48,738,726,-128.83,72,87,0.31,stance,10.73,0.0,0.0,35.73,-5.0,-130.0,85.05,802,801,86.25,217,217,-111.62,892,891,0.56,stance,-27.91,0.0,0.0,-35.91,5.0,-130.0,85.05,802,801,33.44,397,398,-111.54,735,735,0.06,stance,38.64,0.0,-1.9,30.64,-5.0,-131.9,85.05,527,524,82.6,776,775,-111.97,297,295
7.922,0.568,1.0,0.0,walk,0.818,swing,-26.2,0.0,11.31,-1.2,5.0,-118.69,85.05,221,-1,69.78,749,-1,-129.87,69,-1,0.318,stance,9.44,0.0,0.0,34.44,-5.0,-130.0,85.05,802,-1,85.74,219,-1,-112.16,894,-1,0.568,stance,-28.86,0.0,0.0,-36.86,5.0,-130.0,85.05,802,-1,32.61,400,-1,-111.12,734,-1,0.068,stance,38.29,0.0,-1.98,30.29,-5.0,-131.98,85.05,527,-1,82.38,775,-1,-112.03,297,-1
7.943,0.576,1.0,0.0,walk,0.826,swing,-23.05,0.0,12.25,1.95,5.0,-117.75,85.05,221,-1,73.29,761,-1,-130.68,66,-1,0.326,stance,8.13,0.0,0.0,33.13,-5.0,-130.0,85.05,802,-1,85.2,221,-1,-112.7,896,-1,0.576,stance,-29.77,0.0,0.0,-37.77,5.0,-130.0,85.05,802,-1,31.8,403,-1,-110.71,732,-1,0.076,stance,37.9,0.0,-2.0,29.9,-5.0,-132.0,85.05,527,-1,82.19,775,-1,-112.16,296,-1
7.962,0.584,1.0,0.0,walk,0.834,swing,-19.67,0.0,13.05,5.33,5.0,-116.95,85.05,221,-1,76.92,774,-1,-131.21,64,-1,0.334,stance,6.82,0.0,0.0,31.82,-5.0,-130.0,85.05,802,-1,84.64,223,-1,-113.22,898,-1,0.584,stance,-30.65,0.0,0.0,-38.65,5.0,-130.0,85.05,802,-1,31.02,406,-1,-110.31,731,-1,0.084,stance,37.47,0.0,-1.96,29.47,-5.0,-131.96,85.05,527,-1,82.02,774,-1,-112.34,295,-1
7.982,0.592,1.0,0.0,walk,0.842,swing,-16.09,0.0,13.73,8.91,5.0,-116.27,85.05,221,-1,80.57,786,-1,-131.43,63,-1,0.342,stance,5.5,0.0,0.0,30.5,-5.0,-130.0,85.05,802,-1,84.05,225,-1,-113.72,899,-1,0.592,stance,-31.49,0.0,0.0,-39.49,5.0,-130.0,85.05,802,-1,30.28,408,-1,-109.91,729,-1,0.092,stance,37.0,0.0,-1.87,29.0,-5.0,-131.87,85.05,527,-1,81.87,774,-1,-112.59,295,-1
8.002,0.6,1.0,0.0,walk,0.85,swing,-12.34,0.0,14.27,12.66,5.0,-115.73,85.05,221,219,84.14,798,779,-131.29,64,85,0.35,stance,4.17,0.0,0.0,29.17,-5.0,-130.0,85.05,802,800,83.43,227,225,-114.21,901,900,0.6,stance,-32.3,0.0,0.0,-40.3,5.0,-130.0,85.05,802,802,29.56,411,410,-109.53,728,728,0.1,stance,36.48,0.0,-1.73,28.48,-5.0,-131.73,85.05,527,524,81.74,773,772,-112.9,294,294
8.212,0.608,1.0,0.0,walk,0.858,swing,-8.47,0.0,14.66,16.53,5.0,-115.34,85.05,221,-1,87.52,810,-1,-130.78,66,-1,0.358,stance,2.84,0.0,0.0,27.84,-5.0,-130.0,85.05,802,-1,82.79,229,-1,-114.68,903,-1,0.608,stance,-33.08,0.0,0.0,-41.08,5.0,-130.0,85.05,802,-1,28.88,413,-1,-109.15,727,-1,0.108,stance,35.92,0.0,-1.54,27.92,-5.0,-131.54,85.05,527,-1,81.62,773,-1,-113.27,292,-1
8.232,0.616,1.0,0.0,walk,0.866,swing,-4.51,0.0,14.9,20.49,5.0,-115.1,85.05,221,-1,90.61,820,-1,-129.91,69,-1,0.366,stance,1.51,0.0,0.0,26.51,-5.0,-130.0,85.05,802,-1,82.12,231,-1,-115.13,904,-1,0.616,stance,-33.81,0.0,0.0,-41.81,5.0,-130.0,85.05,802,-1,28.24,415,-1,-108.79,726,-1,0.116,stance,35.32,0.0,-1.31,27.32,-5.0,-131.31,85.05,527,-1,81.51,772,-1,-113.68,291,-1
8.252,0.624,1.0,0.0,walk,0.874,swing,-0.5,0.0,15.0,24.5,5.0,-115.0,85.05,221,-1,93.34,830,-1,-128.68,73,-1,0.374,stance,0.17,0.0,0.0,25.17,-5.0,-130.0,85.05,802,-1,81.43,234,-1,-115.56,906,-1,0.624,stance,-34.51,0.0,0.0,-42.51,5.0,-130.0,85.05,802,-1,27.62,417,-1,-108.44,724,-1,0.124,stance,34.68,0.0,-1.04,26.68,-5.0,-131.04,85.05,527,-1,81.4,772,-1,-114.14,289,-1
8.272,0.632,1.0,0.0,walk,0.882,swing,3.51,0.0,15.0,28.51,5.0,-115.0,85.05,221,-1,95.7,838,-1,-127.17,78,-1,0.382,stance,-1.17,0.0,0.0,23.83,-5.0,-130.0,85.05,802,-1,80.72,236,-1,-115.97,907,-1,0.632,stance,-35.17,0.0,0.0,-43.17,5.0,-130.0,85.05,802,-1,27.05,419,-1,-108.11,723,-1,0.132,stance,34.0,0.0,-0.74,26.0,-5.0,-130.74,85.05,527,-1,81.29,772,-1,-114.63,288,-1
8.292,0.64,1.0,0.0,walk,0.89,swing,7.49,0.0,15.0,32.49,5.0,-115.0,85.05,221,220,97.75,845,831,-125.48,84,87,0.39,stance,-2.51,0.0,0.0,22.49,-5.0,-130.0,85.05,802,801,79.99,239,239,-116.35,908,906,0.64,stance,-35.79,0.0,0.0,-43.79,5.0,-130.0,85.05,802,801,26.51,421,419,-107.79,722,722,0.14,stance,33.28,0.0,-0.42,25.28,-5.0,-130.42,85.05,527,524,81.17,771,770,-115.15,286,286
8.513,0.648,1.0,0.0,walk,0.898,swing,11.39,0.0,15.0,36.39,5.0,-115.0,85.05,221,-1,99.5,851,-1,-123.64,90,-1,0.398,stance,-3.84,0.0,0.0,21.16,-5.0,-130.0,85.05,802,-1,79.23,241,-1,-116.72,910,-1,0.648,stance,-36.37,0.0,0.0,-44.37,5.0,-130.0,85.05,802,-1,26.0,423,-1,-107.49,721,-1,0.148,stance,32.52,0.0,-0.08,24.52,-5.0,-130.08,85.05,527,-1,81.03,771,-1,-115.68,284,-1
8.532,0.656,1.0,0.0,walk,0.906,swing,15.18,0.0,15.0,40.18,5.0,-115.0,85.05,221,-1,100.95,856,-1,-121.71,96,-1,0.406,stance,-5.17,0.0,0.0,19.83,-5.0,-130.0,85.05,802,-1,78.46,244,-1,-117.06,911,-1,0.656,stance,-36.9,0.0,0.0,-44.9,5.0,-130.0,85.05,802,-1,25.53,424,-1,-107.21,720,-1,0.156,stance,31.73,0.0,0.0,23.73,-5.0,-130.0,85.05,527,-1,80.67,770,-1,-116.0,283,-1
8.535,0.664,1.0,0.0,walk,0.914,swing,18.81,0.0,15.0,43.81,5.0,-115.0,85.05,221,-1,102.12,860,-1,-119.71,103,-1,0.414,stance,-6.5,0.0,0.0,18.5,-5.0,-130.0,85.05,802,-1,77.66,247,-1,-117.38,912,-1,0.664,stance,-37.4,0.0,0.0,-45.4,5.0,-130.0,85.05,802,-1,25.1,426,-1,-106.95,719,-1,0.164,stance,30.9,0.0,0.0,22.9,-5.0,-130.0,85.05,527,-1,80.21,768,-1,-116.24,282,-1
8.572,0.672,1.0,0.0,walk,0.922,swing,22.26,0.0,15.0,47.26,5.0,-115.0,85.05,221,-1,103.04,863,-1,-117.7,110,-1,0.422,stance,-7.82,0.0,0.0,17.18,-5.0,-130.0,85.05,802,-1,76.85,249,-1,-117.68,913,-1,0.672,stance,-37.85,0.0,0.0,-45.85,5.0,-130.0,85.05,802,-1,24.7,427,-1,-106.7,718,-1,0.172,stance,30.03,0.0,0.0,22.03,-5.0,-130.0,85.05,527,-1,79.73,766,-1,-116.48,281,-1
8.602,0.68,1.0,0.0,walk,0.93,swing,25.48,0.0,15.0,50.48,5.0,-115.0,85.05,221,220,103.74,865,858,-115.73,117,117,0.43,stance,-9.13,0.0,0.0,15.87,-5.0,-130.0,85.05,802,800,76.03,252,253,-117.96,914,911,0.68,stance,-38.26,0.0,0.0,-46.26,5.0,-130.0,85.05,802,806,24.34,428,426,-106.48,718,718,0.18,stance,29.14,0.0,0.0,21.14,-5.0,-130.0,85.05,527,524,79.22,765,769,-116.73,281,289
8.822,0.688,1.0,0.0,walk,0.938,swing,28.44,0.0,15.0,53.44,5.0,-115.0,85.05,221,-1,104.25,867,-1,-113.82,123,-1,0.438,stance,-10.43,0.0,0.0,14.57,-5.0,-130.0,85.05,802,-1,75.19,255,-1,-118.21,915,-1,0.688,stance,-38.63,0.0,0.0,-46.63,5.0,-130.0,85.05,802,-1,24.02,430,-1,-106.28,717,-1,0.188,stance,28.21,0.0,0.0,20.21,-5.0,-130.0,85.05,527,-1,78.68,763,-1,-116.97,280,-1
8.852,0.696,1.0,0.0,walk,0.946,swing,31.12,0.0,15.0,56.12,5.0,-115.0,85.05,221,-1,104.61,868,-1,-112.03,129,-1,0.446,stance,-11.71,0.0,0.0,13.29,-5.0,-130.0,85.05,802,-1,74.34,258,-1,-118.44,915,-1,0.696,stance,-38.96,0.0,0.0,-46.96,5.0,-130.0,85.05,802,-1,23.74,431,-1,-106.1,716,-1,0.196,stance,27.24,0.0,0.0,19.24,-5.0,-130.0,85.05,527,-1,78.11,761,-1,-117.21,279,-1
8.872,0.704,1.0,0.0,walk,0.954,swing,33.48,0.0,15.0,58.48,5.0,-115.0,85.05,221,-1,104.85,869,-1,-110.4,135,-1,0.454,stance,-12.99,0.0,0.0,12.01,-5.0,-130.0,85.05,802,-1,73.48,261,-1,-118.64,916,-1,0.704,stance,-39.24,0.0,0.0,-47.24,5.0,-130.0,85.05,802,-1,23.5,431,-1,-105.95,716,-1,0.204,stance,26.25,0.0,0.0,18.25,-5.0,-130.0,85.05,527,-1,77.51,759,-1,-117.44,278,-1
8.902,0.712,1.0,0.0,walk,0.962,swing,35.51,0.0,15.0,60.51,5.0,-115.0,85.05,221,-1,105.0,870,-1,-108.96,140,-1,0.462,stance,-14.25,0.0,0.0,10.75,-5.0,-130.0,85.05,802,-1,72.62,264,-1,-118.83,917,-1,0.712,stance,-39.47,0.0,0.0,-47.47,5.0,-130.0,85.05,802,-1,23.29,432,-1,-105.82,715,-1,0.212,stance,25.22,0.0,0.0,17.22,-5.0,-130.0,85.05,527,-1,76.88,757,-1,-117.67,277,-1
8.922,0.72,1.0,0.0,walk,0.97,swing,37.17,0.0,13.57,62.17,5.0,-116.43,85.05,221,223,103.83,866,864,-106.78,147,146,0.47,stance,-15.49,0.0,0.0,9.51,-5.0,-130.0,85.05,802,800,71.74,267,268,-118.99,917,911,0.72,stance,-39.66,0.0,0.0,-47.66,5.0,-130.0,85.05,802,801,23.13,433,431,-105.71,715,716,0.22,stance,24.17,0.0,0.0,16.17,-5.0,-130.0,85.05,527,524,76.22,754,751,-117.9,277,281
9.132,0.728,1.0,0.0,walk,0.978,swing,38.46,0.0,9.52,63.46,5.0,-120.48,85.05,221,-1,100.35,854,-1,-102.98,160,-1,0.478,stance,-16.72,0.0,0.0,8.28,-5.0,-130.0,85.05,802,-1,70.87,270,-1,-119.13,918,-1,0.728,stance,-39.81,0.0,0.0,-47.81,5.0,-130.0,85.05,802,-1,23.0,433,-1,-105.63,715,-1,0.228,stance,23.09,0.0,0.0,15.09,-5.0,-130.0,85.05,527,-1,75.53,752,-1,-118.11,276,-1
9.152,0.736,1.0,0.0,walk,0.986,swing,39.37,0.0,4.59,64.37,5.0,-125.41,85.05,221,-1,96.17,839,-1,-98.65,175,-1,0.486,stance,-17.93,0.0,0.0,7.07,-5.0,-130.0,85.05,802,-1,69.99,273,-1,-119.25,918,-1,0.736,stance,-39.91,0.0,0.0,-47.91,5.0,-130.0,85.05,802,-1,22.91,433,-1,-105.57,715,-1,0.236,stance,21.99,0.0,0.0,13.99,-5.0,-130.0,85.05,527,-1,74.81,750,-1,-118.32,275,-1
9.172,0.744,1.0,0.0,walk,0.994,swing,39.87,0.0,0.93,64.87,5.0,-129.07,85.05,221,-1,93.08,829,-1,-95.39,186,-1,0.494,stance,-19.12,0.0,0.0,5.88,-5.0,-130.0,85.05,802,-1,69.12,276,-1,-119.35,918,-1,0.744,stance,-39.97,0.0,0.0,-47.97,5.0,-130.0,85.05,802,-1,22.86,434,-1,-105.54,715,-1,0.244,stance,20.86,0.0,0.0,12.86,-5.0,-130.0,85.05,527,-1,74.05,747,-1,-118.51,274,-1
9.192,0.752,1.0,0.0,walk,0.002,stance,39.98,0.0,-0.08,64.98,5.0,-130.08,85.05,221,-1,92.23,826,-1,-94.49,189,-1,0.502,stance,-20.28,0.0,0.0,4.72,-5.0,-130.0,85.05,802,-1,68.24,279,-1,-119.43,919,-1,0.752,swing,-39.97,0.0,0.38,-47.97,5.0,-129.62,85.05,802,-1,22.9,433,-1,-105.86,716,-1,0.252,stance,19.7,0.0,0.0,11.7,-5.0,-130.0,85.05,527,-1,73.27,744,-1,-118.69,274,-1
9.212,0.76,1.0,0.0,walk,0.01,stance,39.95,0.0,-0.42,64.95,5.0,-130.42,85.05,221,220,91.94,825,820,-94.24,190,194,0.51,stance,-21.43,0.0,0.0,3.57,-5.0,-130.0,85.05,802,801,67.38,282,285,-119.49,919,917,0.76,swing,-39.67,0.0,1.88,-47.67,5.0,-128.12,85.05,802,806,23.31,432,431,-107.28,720,717,0.26,stance,18.53,0.0,0.0,10.53,-5.0,-130.0,85.05,527,524,72.46,742,736,-118.86,273,279
9.433,0.768,1.0,0.0,walk,0.018,stance,39.87,0.0,-0.74,64.87,5.0,-130.74,85.05,221,-1,91.67,824,-1,-94.04,191,-1,0.518,stance,-22.55,0.0,0.0,2.45,-5.0,-130.0,85.05,802,-1,66.51,285,-1,-119.53,919,-1,0.768,swing,-38.97,0.0,3.36,-46.97,5.0,-126.64,85.05,802,-1,24.06,429,-1,-108.89,726,-1,0.268,stance,17.33,0.0,0.0,9.33,-5.0,-130.0,85.05,527,-1,71.62,739,-1,-119.01,273,-1
9.452,0.776,1.0,0.0,walk,0.026,stance,39.75,0.0,-1.04,64.75,5.0,-131.04,85.05,221,-1,91.41,823,-1,-93.88,191,-1,0.526,stance,-23.64,0.0,0.0,1.36,-5.0,-130.0,85.05,802,-1,65.66,288,-1,-119.56,919,-1,0.776,swing,-37.87,0.0,4.81,-45.87,5.0,-125.19,85.05,802,-1,25.15,426,-1,-110.68,732,-1,0.276,stance,16.11,0.0,0.0,8.11,-5.0,-130.0,85.05,527,-1,70.75,736,-1,-119.15,272,-1
9.472,0.784,1.0,0.0,walk,0.034,stance,39.58,0.0,-1.31,64.58,5.0,-131.31,85.05,221,-1,91.18,822,-1,-93.78,192,-1,0.534,stance,-24.71,0.0,0.0,0.29,-5.0,-130.0,85.05,802,-1,64.82,290,-1,-119.57,919,-1,0.784,swing,-36.39,0.0,6.22,-44.39,5.0,-123.78,85.05,802,-1,26.58,421,-1,-112.61,739,-1,0.284,stance,14.88,0.0,0.0,6.88,-5.0,-130.0,85.05,527,-1,69.85,733,-1,-119.27,272,-1
9.492,0.792,1.0,0.0,walk,0.042,stance,39.37,0.0,-1.54,64.37,5.0,-131.54,85.05,221,-1,90.97,822,-1,-93.74,192,-1,0.542,stance,-25.75,0.0,0.0,-0.75,-5.0,-130.0,85.05,802,-1,64.0,293,-1,-119.57,919,-1,0.792,swing,-34.55,0.0,7.55,-42.55,5.0,-122.45,85.05,802,-1,28.36,415,-1,-114.67,746,-1,0.292,stance,13.63,0.0,0.0,5.63,-5.0,-130.0,85.05,527,-1,68.92,729,-1,-119.37,272,-1
9.512,0.8,1.0,0.0,walk,0.05,stance,39.12,0.0,-1.73,64.12,5.0,-131.73,85.05,221,-1,90.8,821,220,-93.76,192,819,0.55,stance,-26.76,0.0,0.0,-1.76,-5.0,-130.0,85.05,802,189,63.18,296,-1,-119.55,919,-1,0.8,swing,-32.35,0.0,8.82,-40.35,5.0,-121.18,85.05,802,801,30.48,408,405,-116.81,753,751,0.3,stance,12.36,0.0,0.0,4.36,-5.0,-130.0,85.05,527,524,67.97,726,723,-119.45,271,272
9.722,0.808,1.0,0.0,walk,0.058,stance,38.82,0.0,-1.87,63.82,5.0,-131.87,85.05,221,-1,90.67,821,-1,-93.86,191,-1,0.558,stance,-27.74,0.0,0.0,-2.74,-5.0,-130.0,85.05,802,-1,62.39,299,-1,-119.52,919,-1,0.808,swing,-29.83,0.0,9.99,-37.83,5.0,-120.01,85.05,802,-1,32.95,399,-1,-119.0,760,-1,0.308,stance,11.08,0.0,0.0,3.08,-5.0,-130.0,85.05,527,-1,66.99,723,-1,-119.51,271,-1
