time,phase,speed,turn,gait,FL_phase,FL_state,FL_dx,FL_dy,FL_dz,FL_foot_x,FL_foot_y,FL_foot_z,FL_shldr_deg,FL_shldr_raw,FL_shldr_actual,FL_femur_deg,FL_femur_raw,FL_femur_actual,FL_tibia_deg,FL_tibia_raw,FL_tibia_actual,FR_phase,FR_state,FR_dx,FR_dy,FR_dz,FR_foot_x,FR_foot_y,FR_foot_z,FR_shldr_deg,FR_shldr_raw,FR_shldr_actual,FR_femur_deg,FR_femur_raw,FR_femur_actual,FR_tibia_deg,FR_tibia_raw,FR_tibia_actual,RL_phase,RL_state,RL_dx,RL_dy,RL_dz,RL_foot_x,RL_foot_y,RL_foot_z,RL_shldr_deg,RL_shldr_raw,RL_shldr_actual,RL_femur_deg,RL_femur_raw,RL_femur_actual,RL_tibia_deg,RL_tibia_raw,RL_tibia_actual,RR_phase,RR_state,RR_dx,RR_dy,RR_dz,RR_foot_x,RR_foot_y,RR_foot_z,RR_shldr_deg,RR_shldr_raw,RR_shldr_actual,RR_femur_deg,RR_femur_raw,RR_femur_actual,RR_tibia_deg,RR_tibia_raw,RR_tibia_actual
29.772,0.504,0.51,0.0,walk,0.754,swing,-20.5,0.0,0.75,4.5,5.0,-129.25,85.05,221,-1,68.53,745,-1,-120.14,102,-1,0.254,stance,9.97,0.0,0.0,34.97,-5.0,-130.0,85.05,802,-1,85.95,218,-1,-111.94,893,-1,0.504,stance,-10.56,0.0,0.0,-18.56,5.0,-130.0,85.05,802,-1,48.87,345,-1,-117.37,755,-1,0.004,stance,20.53,0.0,-0.17,12.53,-5.0,-130.17,85.05,527,-1,73.72,746,-1,-118.41,275,-1
29.792,0.512,0.47,0.0,walk,0.762,swing,-18.67,0.0,2.25,6.33,5.0,-127.75,85.05,221,-1,70.85,753,-1,-121.4,98,-1,0.262,stance,8.61,0.0,0.0,33.61,-5.0,-130.0,85.05,802,-1,85.4,220,-1,-112.51,895,-1,0.512,stance,-10.25,0.0,0.0,-18.25,5.0,-130.0,85.05,802,-1,49.14,344,-1,-117.44,755,-1,0.012,stance,18.86,0.0,-0.5,10.86,-5.0,-130.5,85.05,527,-1,72.36,741,-1,-118.35,275,-1
29.812,0.52,0.43,0.0,walk,0.77,swing,-16.83,0.0,3.73,8.17,5.0,-126.27,85.05,221,219,73.2,761,751,-122.58,94,97,0.27,stance,7.4,0.0,0.0,32.4,-5.0,-130.0,85.05,802,801,84.89,222,222,-112.99,897,896,0.52,stance,-9.92,0.0,0.0,-17.92,5.0,-130.0,85.05,802,801,49.44,343,344,-117.52,755,755,0.02,stance,17.31,0.0,-0.81,9.31,-5.0,-130.81,85.05,527,524,71.08,737,733,-118.26,275,273
30.022,0.528,0.4,0.0,walk,0.778,swing,-15.01,0.0,5.17,9.99,5.0,-124.83,85.05,221,-1,75.53,769,-1,-123.66,90,-1,0.278,stance,6.32,0.0,0.0,31.32,-5.0,-130.0,85.05,802,-1,84.41,224,-1,-113.41,898,-1,0.528,stance,-9.56,0.0,0.0,-17.56,5.0,-130.0,85.05,802,-1,49.76,342,-1,-117.6,756,-1,0.028,stance,15.88,0.0,-1.11,7.88,-5.0,-131.11,85.05,527,-1,69.87,733,-1,-118.14,276,-1
30.042,0.536,0.37,0.0,walk,0.786,swing,-13.23,0.0,6.56,11.77,5.0,-123.44,85.05,221,-1,77.82,777,-1,-124.65,86,-1,0.286,stance,5.36,0.0,0.0,30.36,-5.0,-130.0,85.05,802,-1,83.98,225,-1,-113.78,899,-1,0.536,stance,-9.18,0.0,0.0,-17.18,5.0,-130.0,85.05,802,-1,50.09,341,-1,-117.68,756,-1,0.036,stance,14.54,0.0,-1.37,6.54,-5.0,-131.37,85.05,527,-1,68.75,729,-1,-118.02,276,-1
30.062,0.544,0.34,0.0,walk,0.794,swing,-11.51,0.0,7.88,13.49,5.0,-122.12,85.05,221,-1,80.04,784,-1,-125.53,83,-1,0.294,stance,4.5,0.0,0.0,29.5,-5.0,-130.0,85.05,802,-1,83.59,226,-1,-114.09,901,-1,0.544,stance,-8.8,0.0,0.0,-16.8,5.0,-130.0,85.05,802,-1,50.42,340,-1,-117.77,756,-1,0.044,stance,13.3,0.0,-1.59,5.3,-5.0,-131.59,85.05,527,-1,67.71,725,-1,-117.9,277,-1
30.082,0.552,0.31,0.0,walk,0.802,swing,-9.88,0.0,9.12,15.12,5.0,-120.88,85.05,221,-1,82.15,792,-1,-126.31,81,-1,0.302,stance,3.75,0.0,0.0,28.75,-5.0,-130.0,85.05,802,-1,83.23,228,-1,-114.36,901,-1,0.552,stance,-8.41,0.0,0.0,-16.41,5.0,-130.0,85.05,802,-1,50.77,338,-1,-117.85,757,-1,0.052,stance,12.15,0.0,-1.77,4.15,-5.0,-131.77,85.05,527,-1,66.75,722,-1,-117.8,277,-1
30.102,0.56,0.29,0.0,walk,0.81,swing,-8.35,0.0,10.27,16.65,5.0,-119.73,85.05,221,219,84.13,798,787,-126.97,79,92,0.31,stance,3.08,0.0,0.0,28.08,-5.0,-130.0,85.05,802,800,82.91,229,228,-114.6,902,902,0.56,stance,-8.01,0.0,0.0,-16.01,5.0,-130.0,85.05,802,801,51.11,337,338,-117.93,757,754,0.06,stance,11.09,0.0,-1.9,3.09,-5.0,-131.9,85.05,527,524,65.89,719,716,-117.73,277,275
30.312,0.568,0.26,0.0,walk,0.818,swing,-6.92,0.0,11.31,18.08,5.0,-118.69,85.05,221,-1,85.97,805,-1,-127.53,77,-1,0.318,stance,2.49,0.0,0.0,27.49,-5.0,-130.0,85.05,802,-1,82.62,230,-1,-114.8,903,-1,0.568,stance,-7.62,0.0,0.0,-15.62,5.0,-130.0,85.05,802,-1,51.46,336,-1,-118.01,757,-1,0.068,stance,10.11,0.0,-1.98,2.11,-5.0,-131.98,85.05,527,-1,65.1,716,-1,-117.69,277,-1
30.332,0.576,0.24,0.0,walk,0.826,swing,-5.6,0.0,12.25,19.4,5.0,-117.75,85.05,221,-1,87.64,810,-1,-127.97,75,-1,0.326,stance,1.98,0.0,0.0,26.98,-5.0,-130.0,85.05,802,-1,82.36,231,-1,-114.97,904,-1,0.576,stance,-7.23,0.0,0.0,-15.23,5.0,-130.0,85.05,802,-1,51.8,335,-1,-118.08,757,-1,0.076,stance,9.21,0.0,-2.0,1.21,-5.0,-132.0,85.05,527,-1,64.4,714,-1,-117.69,277,-1
30.352,0.584,0.22,0.0,walk,0.834,swing,-4.39,0.0,13.05,20.61,5.0,-116.95,85.05,221,-1,89.13,815,-1,-128.32,74,-1,0.334,stance,1.52,0.0,0.0,26.52,-5.0,-130.0,85.05,802,-1,82.13,231,-1,-115.12,904,-1,0.584,stance,-6.85,0.0,0.0,-14.85,5.0,-130.0,85.05,802,-1,52.13,334,-1,-118.16,758,-1,0.084,stance,8.37,0.0,-1.96,0.37,-5.0,-131.96,85.05,527,-1,63.78,712,-1,-117.73,277,-1
30.372,0.592,0.21,0.0,walk,0.842,swing,-3.31,0.0,13.73,21.69,5.0,-116.27,85.05,221,-1,90.43,820,-1,-128.56,73,-1,0.342,stance,1.13,0.0,0.0,26.13,-5.0,-130.0,85.05,802,-1,81.93,232,-1,-115.25,905,-1,0.592,stance,-6.47,0.0,0.0,-14.47,5.0,-130.0,85.05,802,-1,52.46,333,-1,-118.23,758,-1,0.092,stance,7.6,0.0,-1.87,-0.4,-5.0,-131.87,85.05,527,-1,63.24,710,-1,-117.81,277,-1
30.392,0.6,0.19,0.0,walk,0.85,swing,-2.33,0.0,14.27,22.67,5.0,-115.73,85.05,221,220,91.53,824,817,-128.7,73,88,0.35,stance,0.79,0.0,0.0,25.79,-5.0,-130.0,85.05,802,801,81.76,233,230,-115.36,905,903,0.6,stance,-6.11,0.0,0.0,-14.11,5.0,-130.0,85.05,802,801,52.78,332,-1,-118.29,758,-1,0.1,stance,6.9,0.0,-1.73,-1.1,-5.0,-131.73,85.05,527,524,62.77,708,-1,-117.94,276,275
30.602,0.608,0.17,0.0,walk,0.858,swing,-1.47,0.0,14.66,23.53,5.0,-115.34,85.05,221,-1,92.43,827,-1,-128.74,73,-1,0.358,stance,0.49,0.0,0.0,25.49,-5.0,-130.0,85.05,802,-1,81.6,233,-1,-115.45,905,-1,0.608,stance,-5.75,0.0,0.0,-13.75,5.0,-130.0,85.05,802,-1,53.09,330,-1,-118.36,758,-1,0.108,stance,6.25,0.0,-1.54,-1.75,-5.0,-131.54,85.05,527,-1,62.36,707,-1,-118.11,276,-1
30.622,0.616,0.16,0.0,walk,0.866,swing,-0.72,0.0,14.9,24.28,5.0,-115.1,85.05,221,-1,93.12,829,-1,-128.68,73,-1,0.366,stance,0.24,0.0,0.0,25.24,-5.0,-130.0,85.05,802,-1,81.47,234,-1,-115.53,905,-1,0.616,stance,-5.41,0.0,0.0,-13.41,5.0,-130.0,85.05,802,-1,53.39,329,-1,-118.42,758,-1,0.116,stance,5.65,0.0,-1.31,-2.35,-5.0,-131.31,85.05,527,-1,62.01,706,-1,-118.31,275,-1
30.642,0.624,0.15,0.0,walk,0.874,swing,-0.07,0.0,15.0,24.93,5.0,-115.0,85.05,221,-1,93.6,831,-1,-128.53,73,-1,0.374,stance,0.02,0.0,0.0,25.02,-5.0,-130.0,85.05,802,-1,81.36,234,-1,-115.6,906,-1,0.624,stance,-5.08,0.0,0.0,-13.08,5.0,-130.0,85.05,802,-1,53.67,328,-1,-118.47,759,-1,0.124,stance,5.1,0.0,-1.04,-2.9,-5.0,-131.04,85.05,527,-1,61.72,705,-1,-118.55,274,-1
30.662,0.632,0.14,0.0,walk,0.882,swing,0.48,0.0,15.0,25.48,5.0,-115.0,85.05,221,-1,93.94,832,-1,-128.33,74,-1,0.382,stance,-0.16,0.0,0.0,24.84,-5.0,-130.0,85.05,802,-1,81.26,234,-1,-115.66,906,-1,0.632,stance,-4.76,0.0,0.0,-12.76,5.0,-130.0,85.05,802,-1,53.95,328,-1,-118.53,759,-1,0.132,stance,4.6,0.0,-0.74,-3.4,-5.0,-130.74,85.05,527,-1,61.47,704,-1,-118.81,273,-1
30.682,0.64,0.12,0.0,walk,0.89,swing,0.93,0.0,15.0,25.93,5.0,-115.0,85.05,221,219,94.22,833,828,-128.16,74,87,0.39,stance,-0.31,0.0,0.0,24.69,-5.0,-130.0,85.05,802,801,81.18,235,234,-115.71,906,902,0.64,stance,-4.46,0.0,0.0,-12.46,5.0,-130.0,85.05,802,802,54.21,327,329,-118.57,759,755,0.14,stance,4.14,0.0,-0.42,-3.86,-5.0,-130.42,85.05,527,524,61.26,703,703,-119.09,272,273
30.892,0.648,0.11,0.0,walk,0.898,swing,1.3,0.0,15.0,26.3,5.0,-115.0,85.05,221,-1,94.44,834,-1,-128.03,75,-1,0.398,stance,-0.44,0.0,0.0,24.56,-5.0,-130.0,85.05,802,-1,81.11,235,-1,-115.75,906,-1,0.648,stance,-4.17,0.0,0.0,-12.17,5.0,-130.0,85.05,802,-1,54.46,326,-1,-118.62,759,-1,0.148,stance,3.72,0.0,-0.08,-4.28,-5.0,-130.08,85.05,527,-1,61.09,703,-1,-119.38,272,-1
30.912,0.656,0.11,0.0,walk,0.906,swing,1.6,0.0,15.0,26.6,5.0,-115.0,85.05,221,-1,94.61,834,-1,-127.92,75,-1,0.406,stance,-0.55,0.0,0.0,24.45,-5.0,-130.0,85.05,802,-1,81.06,235,-1,-115.78,906,-1,0.656,stance,-3.89,0.0,0.0,-11.89,5.0,-130.0,85.05,802,-1,54.7,325,-1,-118.66,759,-1,0.156,stance,3.34,0.0,0.0,-4.66,-5.0,-130.0,85.05,527,-1,60.82,702,-1,-119.43,271,-1
30.932,0.664,0.1,0.0,walk,0.914,swing,1.82,0.0,15.0,26.82,5.0,-115.0,85.05,221,-1,94.74,835,-1,-127.83,76,-1,0.414,stance,-0.63,0.0,0.0,24.37,-5.0,-130.0,85.05,802,-1,81.01,235,-1,-115.8,906,-1,0.664,stance,-3.63,0.0,0.0,-11.63,5.0,-130.0,85.05,802,-1,54.93,324,-1,-118.7,759,-1,0.164,stance,3.0,0.0,0.0,-5.0,-5.0,-130.0,85.05,527,-1,60.53,701,-1,-119.41,271,-1
30.952,0.672,0.09,0.0,walk,0.922,swing,1.98,0.0,15.0,26.98,5.0,-115.0,85.05,221,-1,94.84,835,-1,-127.77,76,-1,0.422,stance,-0.7,0.0,0.0,24.3,-5.0,-130.0,85.05,802,-1,80.98,235,-1,-115.82,906,-1,0.672,stance,-3.38,0.0,0.0,-11.38,5.0,-130.0,85.05,802,-1,55.14,323,-1,-118.74,760,-1,0.172,stance,2.68,0.0,0.0,-5.32,-5.0,-130.0,85.05,527,-1,60.27,700,-1,-119.39,271,-1
30.972,0.68,0.08,0.0,walk,0.93,swing,2.09,0.0,15.0,27.09,5.0,-115.0,85.05,221,220,94.9,835,829,-127.73,76,87,0.43,stance,-0.75,0.0,0.0,24.25,-5.0,-130.0,85.05,802,801,80.95,235,233,-115.84,907,904,0.68,stance,-3.14,0.0,0.0,-11.14,5.0,-130.0,85.05,802,801,55.35,323,324,-118.77,760,754,0.18,stance,2.39,0.0,0.0,-5.61,-5.0,-130.0,85.05,527,524,60.03,699,700,-119.37,272,272
31.182,0.688,0.08,0.0,walk,0.938,swing,2.15,0.0,15.0,27.15,5.0,-115.0,85.05,221,-1,94.93,835,-1,-127.71,76,-1,0.438,stance,-0.79,0.0,0.0,24.21,-5.0,-130.0,85.05,802,-1,80.93,236,-1,-115.85,907,-1,0.688,stance,-2.92,0.0,0.0,-10.92,5.0,-130.0,85.05,802,-1,55.54,322,-1,-118.81,760,-1,0.188,stance,2.13,0.0,0.0,-5.87,-5.0,-130.0,85.05,527,-1,59.81,698,-1,-119.35,272,-1
31.202,0.696,0.07,0.0,walk,0.946,swing,2.16,0.0,15.0,27.16,5.0,-115.0,85.05,221,-1,94.94,835,-1,-127.7,76,-1,0.446,stance,-0.81,0.0,0.0,24.19,-5.0,-130.0,85.05,802,-1,80.91,236,-1,-115.86,907,-1,0.696,stance,-2.7,0.0,0.0,-10.7,5.0,-130.0,85.05,802,-1,55.72,321,-1,-118.83,760,-1,0.196,stance,1.89,0.0,0.0,-6.11,-5.0,-130.0,85.05,527,-1,59.61,698,-1,-119.33,272,-1
31.222,0.704,0.06,0.0,walk,0.954,swing,2.14,0.0,15.0,27.14,5.0,-115.0,85.05,221,-1,94.92,835,-1,-127.71,76,-1,0.454,stance,-0.83,0.0,0.0,24.17,-5.0,-130.0,85.05,802,-1,80.9,236,-1,-115.86,907,-1,0.704,stance,-2.51,0.0,0.0,-10.51,5.0,-130.0,85.05,802,-1,55.89,321,-1,-118.86,760,-1,0.204,stance,1.68,0.0,0.0,-6.32,-5.0,-130.0,85.05,527,-1,59.43,697,-1,-119.31,272,-1
31.242,0.712,0.06,0.0,walk,0.962,swing,2.09,0.0,15.0,27.09,5.0,-115.0,85.05,221,-1,94.89,835,-1,-127.73,76,-1,0.462,stance,-0.84,0.0,0.0,24.16,-5.0,-130.0,85.05,802,-1,80.9,236,-1,-115.87,907,-1,0.712,stance,-2.32,0.0,0.0,-10.32,5.0,-130.0,85.05,802,-1,56.05,320,-1,-118.89,760,-1,0.212,stance,1.48,0.0,0.0,-6.52,-5.0,-130.0,85.05,527,-1,59.27,697,-1,-119.3,272,-1
31.262,0.72,0.05,0.0,walk,0.97,swing,2.01,0.0,13.57,27.01,5.0,-116.43,85.05,221,220,93.58,831,830,-126.59,80,88,0.47,stance,-0.84,0.0,0.0,24.16,-5.0,-130.0,85.05,802,801,80.9,236,235,-115.87,907,905,0.72,stance,-2.14,0.0,0.0,-10.14,5.0,-130.0,85.05,802,801,56.2,320,321,-118.91,760,754,0.22,stance,1.31,0.0,0.0,-6.69,-5.0,-130.0,85.05,527,524,59.12,696,695,-119.28,272,273
31.456,0.728,0.05,0.0,walk,0.978,swing,1.91,0.0,9.52,26.91,5.0,-120.48,85.05,221,-1,90.04,819,-1,-123.26,91,-1,0.478,stance,-0.83,0.0,0.0,24.17,-5.0,-130.0,85.05,802,-1,80.9,236,-1,-115.86,907,-1,0.728,stance,-1.98,0.0,0.0,-9.98,5.0,-130.0,85.05,802,-1,56.34,319,-1,-118.93,760,-1,0.228,stance,1.15,0.0,0.0,-6.85,-5.0,-130.0,85.05,527,-1,58.99,696,-1,-119.27,272,-1
